sample,true_study,predicted_study,correct,true_in_top5
PRJNA385551_SRR5802246,PRJNA385551,PRJNA385551,True,True
PRJNA673102_SRR12932552,PRJNA673102,PRJNA673102,True,True
PRJNA510423_SRR14431992,PRJNA510423,PRJNA510423,True,True
PRJNA485797_SRR7690115,PRJNA485797,PRJNA485797,True,True
PRJNA422134_SRR7554493,PRJNA422134,PRJNA307231,False,False
PRJNA481243_SRR7546927,PRJNA481243,PRJNA481243,True,True
PRJNA449103_SRR6967559,PRJNA449103,PRJNA449103,True,True
PRJNA545312_SRR11416870,PRJNA545312,PRJNA545312,True,True
PRJNA290926_SRR2143827,PRJNA290926,PRJNA290926,True,True
PRJNA414072_SRR6167595,PRJNA414072,PRJNA414072,True,True
PRJNA545312_SRR11422915,PRJNA545312,PRJNA545312,True,True
PRJNA396815_SRR6865822,PRJNA396815,PRJNA396815,True,True
PRJNA604280_SRR11005679,PRJNA604280,PRJNA548153,False,True
PRJEB29433_ERR3389354,PRJEB29433,PRJEB29433,True,True
PRJDB9936_DRR233320,PRJDB9936,PRJNA428736,False,True
PRJEB21946_ERR2044597,PRJEB21946,PRJEB21946,True,True
PRJNA607574_SRR11116700,PRJNA607574,PRJNA607574,True,True
PRJNA414072_SRR6168639,PRJNA414072,PRJNA414072,True,True
PRJNA417357_SRR6264162,PRJNA417357,PRJNA417357,True,True
PRJNA605031_SRR11030936,PRJNA605031,PRJNA605031,True,True
PRJNA685746_SRR14427778,PRJNA685746,PRJNA685746,True,True
PRJNA729511_SRR14991879,PRJNA729511,PRJNA729511,True,True
PRJNA544527_SRR9218659,PRJNA544527,PRJNA544527,True,True
PRJEB27068_ERR3019411,PRJEB27068,PRJEB27068,True,True
PRJEB29433_ERR3386725,PRJEB29433,PRJEB29433,True,True
PRJNA290926_SRR2143858,PRJNA290926,PRJNA290926,True,True
PRJNA729511_SRR14993039,PRJNA729511,PRJNA729511,True,True
PRJNA480312_SRR7502012,PRJNA480312,PRJNA480312,True,True
PRJNA533120_SRR8924744,PRJNA533120,PRJEB42687,False,True
PRJNA686801_SRR13286116,PRJNA686801,PRJNA686801,True,True
PRJEB5482_ERR500806,PRJEB5482,PRJEB5482,True,True
PRJEB38948_ERR4346967,PRJEB38948,PRJEB38948,True,True
PRJNA414540_SRR6182482,PRJNA414540,PRJNA414540,True,True
PRJEB17610_ERR1713686,PRJEB17610,PRJNA307231,False,True
PRJNA631001_SRR11733814,PRJNA631001,PRJNA631001,True,True
PRJNA685746_SRR14427632,PRJNA685746,PRJNA685746,True,True
PRJNA673102_SRR12950114,PRJNA673102,PRJNA673102,True,True
PRJNA709129_SRR13921705,PRJNA709129,PRJNA709129,True,True
PRJEB11419_ERR5342189,PRJEB11419,PRJEB11419,True,True
PRJNA414072_SRR6221092,PRJNA414072,PRJNA414072,True,True
PRJNA548153_SRR9271452,PRJNA548153,PRJNA548153,True,True
PRJNA601994_SRR10911875,PRJNA601994,PRJNA601994,True,True
PRJNA545312_SRR11415259,PRJNA545312,PRJNA545312,True,True
PRJDB9936_DRR232985,PRJDB9936,PRJDB9936,True,True
PRJNA497734_SRR8120676,PRJNA497734,PRJNA497734,True,True
PRJNA715072_SRR13986183,PRJNA715072,PRJNA715072,True,True
PRJNA480711_SRR7552931,PRJNA480711,PRJNA480711,True,True
PRJNA644655_SRR12169572,PRJNA644655,PRJNA644655,True,True
PRJNA388263_SRR5649001,PRJNA388263,PRJNA388263,True,True
PRJNA607574_SRR11116377,PRJNA607574,PRJNA607574,True,True
PRJEB30292_ERR3697410,PRJEB30292,PRJEB30292,True,True
PRJNA450025_SRR7293314,PRJNA450025,PRJEB33905,False,True
PRJNA661289_SRR12582211,PRJNA661289,PRJNA661289,True,True
PRJNA390646_SRR5699330,PRJNA390646,PRJNA390646,True,True
PRJNA589036_SRR10429961,PRJNA589036,PRJEB6705,False,False
PRJEB11419_ERR5332030,PRJEB11419,PRJEB11419,True,True
PRJNA510423_SRR14431499,PRJNA510423,PRJNA510423,True,True
PRJNA623853_SRR11510782,PRJNA623853,PRJEB35769,False,True
PRJNA480547_SRR7507534,PRJNA480547,PRJNA480547,True,True
PRJNA368739_SRR5203077,PRJNA368739,PRJNA368739,True,True
PRJNA606654_SRR11086030,PRJNA606654,PRJNA396815,False,True
PRJNA686801_SRR13286184,PRJNA686801,PRJDB9936,False,True
PRJNA378749_SRR5343062,PRJNA378749,PRJNA378749,True,True
PRJNA419373_SRR6317955,PRJNA419373,PRJNA419373,True,True
PRJNA544527_SRR9219710,PRJNA544527,PRJNA544527,True,True
PRJNA742936_SRR15286138,PRJNA742936,PRJNA742936,True,True
PRJNA417357_SRR6265542,PRJNA417357,PRJNA417357,True,True
PRJDB9469_DRR242874,PRJDB9469,PRJDB9469,True,True
PRJNA417357_SRR6264715,PRJNA417357,PRJNA417357,True,True
PRJNA729511_SRR14990668,PRJNA729511,PRJNA729511,True,True
PRJNA544527_SRR9218729,PRJNA544527,PRJNA544527,True,True
PRJNA729511_SRR14991183,PRJNA729511,PRJNA729511,True,True
PRJNA685746_SRR14436444,PRJNA685746,PRJNA685746,True,True
PRJEB21946_ERR2044472,PRJEB21946,PRJDB9469,False,False
PRJNA729511_SRR14989755,PRJNA729511,PRJNA729511,True,True
PRJEB38948_ERR4348002,PRJEB38948,PRJEB38948,True,True
PRJNA685746_SRR14436160,PRJNA685746,PRJNA685746,True,True
PRJNA607574_SRR11115509,PRJNA607574,PRJNA545312,False,True
PRJNA545312_SRR11415283,PRJNA545312,PRJNA545312,True,True
PRJEB29433_ERR3388308,PRJEB29433,PRJEB29433,True,True
PRJNA605031_SRR11030887,PRJNA605031,PRJNA605031,True,True
PRJNA413199_SRR6147358,PRJNA413199,PRJNA413199,True,True
PRJEB27662_ERR4135206,PRJEB27662,PRJEB27662,True,True
PRJNA318004_SRR3362165,PRJNA318004,PRJNA318004,True,True
PRJNA685746_SRR14427222,PRJNA685746,PRJNA685746,True,True
PRJNA604280_SRR11005675,PRJNA604280,PRJNA604280,True,True
PRJNA720101_SRR14172116,PRJNA720101,PRJNA720101,True,True
PRJDB5316_DRR087892,PRJDB5316,PRJDB5316,True,True
PRJNA472812_SRR7211502,PRJNA472812,PRJNA472812,True,True
PRJNA398187_SRR6153858,PRJNA398187,PRJNA398187,True,True
PRJNA605031_SRR11030508,PRJNA605031,PRJNA605031,True,True
PRJNA517572_SRR8500606,PRJNA517572,PRJNA517572,True,True
PRJDB5316_DRR087812,PRJDB5316,PRJDB5316,True,True
PRJNA517509_SRR8497776,PRJNA517509,PRJNA517509,True,True
PRJNA324452_SRR3680092,PRJNA324452,PRJNA625181,False,False
PRJNA434133_SRR10501887,PRJNA434133,PRJNA434133,True,True
PRJNA639644_SRR12060015,PRJNA639644,PRJNA396815,False,False
PRJEB27068_ERR3016687,PRJEB27068,PRJEB27068,True,True
PRJNA742936_SRR15286053,PRJNA742936,PRJNA742936,True,True
PRJNA607574_SRR11395411,PRJNA607574,PRJNA607574,True,True
PRJNA548153_SRR9271278,PRJNA548153,PRJNA548153,True,True
PRJNA554232_SRR9683536,PRJNA554232,PRJNA657821,False,True
PRJEB38948_ERR4348444,PRJEB38948,PRJEB21946,False,True
PRJEB39289_ERR4330211,PRJEB39289,PRJEB39289,True,True
PRJNA545312_SRR11415404,PRJNA545312,PRJNA548153,False,True
PRJNA556249_SRR10061399,PRJNA556249,PRJNA556249,True,True
PRJEB38948_ERR4348844,PRJEB38948,PRJEB38948,True,True
PRJEB11419_ERR5337919,PRJEB11419,PRJEB11419,True,True
PRJEB16344_ERR1700430,PRJEB16344,PRJNA545312,False,True
PRJNA545312_SRR11417845,PRJNA545312,PRJNA545312,True,True
PRJNA606654_SRR11086164,PRJNA606654,PRJNA396815,False,True
PRJNA545312_SRR11418959,PRJNA545312,PRJNA396815,False,True
PRJNA606654_SRR11086505,PRJNA606654,PRJNA548153,False,True
PRJNA517509_SRR8497871,PRJNA517509,PRJNA517509,True,True
PRJEB27868_ERR2712609,PRJEB27868,PRJEB27868,True,True
PRJNA685746_SRR14427343,PRJNA685746,PRJNA685746,True,True
PRJNA606262_SRR11139959,PRJNA606262,PRJNA606262,True,True
PRJNA729511_SRR14991549,PRJNA729511,PRJNA729511,True,True
PRJEB11419_ERR6149354,PRJEB11419,PRJEB11419,True,True
PRJNA497734_SRR8120438,PRJNA497734,PRJNA497734,True,True
PRJEB27068_ERR3017880,PRJEB27068,PRJEB5482,False,True
PRJNA385551_SRR5802358,PRJNA385551,PRJNA385551,True,True
PRJEB5482_ERR500309,PRJEB5482,PRJEB5482,True,True
PRJNA548153_SRR9271428,PRJNA548153,PRJNA548153,True,True
PRJNA631001_SRR11733652,PRJNA631001,PRJNA481243,False,True
PRJEB37877_ERR4038056,PRJEB37877,PRJEB37877,True,True
PRJNA642894_SRR12121242,PRJNA642894,PRJNA642894,True,True
PRJNA559143_SRR9917673,PRJNA559143,PRJEB11419,False,False
PRJNA657821_SRR12469020,PRJNA657821,PRJNA605031,False,True
PRJNA548153_SRR9298637,PRJNA548153,PRJNA548153,True,True
PRJNA604280_SRR11005552,PRJNA604280,PRJNA604280,True,True
PRJNA545312_SRR11423146,PRJNA545312,PRJNA548153,False,True
PRJNA339264_SRR5078991,PRJNA339264,PRJNA339264,True,True
PRJNA533120_SRR8924748,PRJNA533120,PRJEB6705,False,True
PRJNA368739_SRR5203022,PRJNA368739,PRJNA368739,True,True
PRJDB9469_DRR242688,PRJDB9469,PRJNA657821,False,True
PRJNA548153_SRR9269029,PRJNA548153,PRJNA548153,True,True
PRJEB29433_ERR3389109,PRJEB29433,PRJEB29433,True,True
PRJEB38948_ERR4579891,PRJEB38948,PRJEB38948,True,True
PRJEB9150_ERR866707,PRJEB9150,PRJEB9150,True,True
PRJNA510713_SRR8351686,PRJNA510713,PRJNA673102,False,True
PRJEB42155_ERR5009702,PRJEB42155,PRJEB42155,True,True
PRJEB11419_ERR6149040,PRJEB11419,PRJEB11419,True,True
PRJEB29433_ERR3387834,PRJEB29433,PRJEB27068,False,True
PRJNA434249_SRR6753933,PRJNA434249,PRJNA434249,True,True
PRJNA232731_SRR1461563,PRJNA232731,PRJNA232731,True,True
PRJNA606654_SRR11085999,PRJNA606654,PRJNA396815,False,True
PRJEB29433_ERR3388667,PRJEB29433,PRJEB29433,True,True
PRJNA414072_SRR6221376,PRJNA414072,PRJNA414072,True,True
PRJNA715766_SRR15209640,PRJNA715766,PRJNA715766,True,True
PRJEB11419_ERR5342266,PRJEB11419,PRJEB11419,True,True
PRJNA528813_SRR8777481,PRJNA528813,PRJNA528813,True,True
PRJNA497734_SRR8120778,PRJNA497734,PRJNA497734,True,True
PRJNA554232_SRR9683252,PRJNA554232,PRJNA481243,False,True
PRJNA510423_SRR8349892,PRJNA510423,PRJNA510423,True,True
PRJNA601994_SRR10911445,PRJNA601994,PRJEB11419,False,False
PRJNA421286_SRR6368920,PRJNA421286,PRJNA421286,True,True
PRJNA729511_SRR14993066,PRJNA729511,PRJNA729511,True,True
PRJNA541332_SRR9020172,PRJNA541332,PRJNA727279,False,True
PRJEB5482_ERR498863,PRJEB5482,PRJEB5482,True,True
PRJNA544527_SRR9219703,PRJNA544527,PRJNA544527,True,True
PRJNA607574_SRR11395565,PRJNA607574,PRJNA607574,True,True
PRJEB26012_ERR2518532,PRJEB26012,PRJEB26012,True,True
PRJNA577051_SRR10261203,PRJNA577051,PRJNA577051,True,True
PRJNA726917_SRR14424992,PRJNA726917,PRJNA726917,True,True
PRJNA548153_SRR9268452,PRJNA548153,PRJNA606262,False,True
PRJNA325931_SRR3681765,PRJNA325931,PRJNA325931,True,True
PRJNA339264_SRR5078839,PRJNA339264,PRJNA339264,True,True
PRJEB39382_ERR4341043,PRJEB39382,PRJEB39382,True,True
PRJNA413199_SRR6146897,PRJNA413199,PRJNA413199,True,True
PRJNA385551_SRR5602158,PRJNA385551,PRJNA385551,True,True
PRJNA657821_SRR12467358,PRJNA657821,PRJNA729511,False,True
PRJEB11419_ERR5320969,PRJEB11419,PRJEB11419,True,True
PRJEB29433_ERR3387899,PRJEB29433,PRJEB29433,True,True
PRJNA491825_SRR7875878,PRJNA491825,PRJNA491825,True,True
PRJNA560950_SRR10022182,PRJNA560950,PRJNA560950,True,True
PRJEB27068_ERR3019271,PRJEB27068,PRJEB27068,True,True
PRJNA517572_SRR8501047,PRJNA517572,PRJNA517572,True,True
PRJNA485797_SRR7690162,PRJNA485797,PRJNA729511,False,False
PRJNA413199_SRR6147346,PRJNA413199,PRJNA685746,False,True
PRJDB9936_DRR233308,PRJDB9936,PRJEB11419,False,True
PRJNA545312_SRR11417011,PRJNA545312,PRJNA545312,True,True
PRJNA548153_SRR9269598,PRJNA548153,PRJNA548153,True,True
PRJNA413199_SRR6147177,PRJNA413199,PRJNA413199,True,True
PRJEB15534_ERR1662718,PRJEB15534,PRJEB15534,True,True
PRJNA437504_SRR6819994,PRJNA437504,PRJNA657821,False,True
PRJEB33905_ERR3471297,PRJEB33905,PRJEB33905,True,True
PRJNA685746_SRR14484750,PRJNA685746,PRJNA685746,True,True
PRJNA631001_SRR11733792,PRJNA631001,PRJNA631001,True,True
PRJEB11419_ERR4371792,PRJEB11419,PRJEB11419,True,True
PRJEB23775_ERR2213423,PRJEB23775,PRJEB23775,True,True
PRJNA726917_SRR14425189,PRJNA726917,PRJNA726917,True,True
PRJNA726866_SRR14413645,PRJNA726866,PRJNA726866,True,True
PRJNA385551_SRR5580568,PRJNA385551,PRJNA385551,True,True
PRJNA607574_SRR11397137,PRJNA607574,PRJNA607574,True,True
PRJNA422134_SRR7554740,PRJNA422134,PRJNA422134,True,True
PRJEB11419_ERR5333145,PRJEB11419,PRJEB11419,True,True
PRJNA339264_SRR5078849,PRJNA339264,PRJEB5482,False,True
PRJNA478781_SRR7458909,PRJNA478781,PRJNA478781,True,True
PRJNA495320_SRR7989447,PRJNA495320,PRJNA495320,True,True
PRJNA593062_SRR11926274,PRJNA593062,PRJNA593062,True,True
PRJEB35769_ERR3765132,PRJEB35769,PRJEB35769,True,True
PRJNA481243_SRR7546221,PRJNA481243,PRJNA657821,False,True
PRJNA601994_SRR10911280,PRJNA601994,PRJNA601994,True,True
PRJNA544527_SRR9218863,PRJNA544527,PRJNA544527,True,True
PRJDB10528_DRR248110,PRJDB10528,PRJDB10528,True,True
PRJNA607574_SRR11396645,PRJNA607574,PRJNA548153,False,False
PRJNA232731_SRR1461095,PRJNA232731,PRJNA232731,True,True
PRJNA673102_SRR12932092,PRJNA673102,PRJNA673102,True,True
PRJNA231909_SRR1910185,PRJNA231909,PRJDB9469,False,False
PRJEB11419_ERR5325740,PRJEB11419,PRJNA472768,False,True
PRJNA601994_SRR10911889,PRJNA601994,PRJNA601994,True,True
PRJNA716437_SRR14067553,PRJNA716437,PRJNA716437,True,True
PRJEB9150_ERR866510,PRJEB9150,PRJNA417357,False,True
PRJNA693579_SRR13493161,PRJNA693579,PRJNA428736,False,False
PRJNA422134_SRR6370551,PRJNA422134,PRJNA422134,True,True
PRJNA673102_SRR12932156,PRJNA673102,PRJNA673102,True,True
PRJNA545312_SRR11414608,PRJNA545312,PRJNA396815,False,True
PRJNA657821_SRR12466720,PRJNA657821,PRJNA657821,True,True
PRJEB5482_ERR501305,PRJEB5482,PRJEB29433,False,True
PRJNA480547_SRR7507518,PRJNA480547,PRJNA480547,True,True
PRJNA431746_SRR6724590,PRJNA431746,PRJNA431746,True,True
PRJNA545312_SRR11416797,PRJNA545312,PRJNA548153,False,True
PRJEB33905_ERR3471344,PRJEB33905,PRJEB33905,True,True
PRJNA729511_SRR14992647,PRJNA729511,PRJNA601994,False,True
PRJNA729511_SRR14991980,PRJNA729511,PRJNA729511,True,True
PRJEB11419_ERR5342195,PRJEB11419,PRJEB11419,True,True
PRJNA339264_SRR5078778,PRJNA339264,PRJNA339264,True,True
PRJNA414540_SRR6182553,PRJNA414540,PRJNA414540,True,True
PRJNA544527_SRR9218502,PRJNA544527,PRJNA544527,True,True
PRJEB6358_ERR579546,PRJEB6358,PRJEB27068,False,True
PRJEB31775_ERR3321045,PRJEB31775,PRJEB31775,True,True
PRJNA545312_SRR11422566,PRJNA545312,PRJNA548153,False,True
PRJNA545312_SRR11422440,PRJNA545312,PRJNA545312,True,True
PRJNA388263_SRR5648951,PRJNA388263,PRJNA388263,True,True
PRJEB40751_ERR4672520,PRJEB40751,PRJEB40751,True,True
PRJNA548153_SRR9270120,PRJNA548153,PRJNA548153,True,True
PRJNA450540_SRR7014009,PRJNA450540,PRJNA450540,True,True
PRJEB28159_ERR3401570,PRJEB28159,PRJEB5482,False,True
PRJEB17608_ERR1713558,PRJEB17608,PRJEB17608,True,True
PRJEB11419_ERR6149336,PRJEB11419,PRJEB11419,True,True
PRJEB37877_ERR4037898,PRJEB37877,PRJEB37877,True,True
PRJNA673102_SRR12932138,PRJNA673102,PRJNA673102,True,True
PRJNA297793_SRR2746892,PRJNA297793,PRJNA547591,False,True
PRJEB31775_ERR3321046,PRJEB31775,PRJEB31775,True,True
PRJNA648321_SRR12325676,PRJNA648321,PRJNA648321,True,True
PRJEB11419_ERR5321146,PRJEB11419,PRJEB11419,True,True
PRJNA576314_SRR10289525,PRJNA576314,PRJNA605031,False,True
PRJNA685746_SRR14446138,PRJNA685746,PRJNA685746,True,True
PRJNA231909_SRR1909535,PRJNA231909,PRJNA231909,True,True
PRJEB11419_ERR5320864,PRJEB11419,PRJEB11419,True,True
PRJEB6358_ERR579406,PRJEB6358,PRJEB27068,False,True
PRJNA685746_SRR14436007,PRJNA685746,PRJNA685746,True,True
PRJNA497734_SRR8119538,PRJNA497734,PRJNA497734,True,True
PRJNA548153_SRR9269397,PRJNA548153,PRJNA396815,False,True
PRJEB28159_ERR3401755,PRJEB28159,PRJEB27068,False,True
PRJNA307231_SRR3094720,PRJNA307231,PRJEB39289,False,True
PRJNA729511_SRR14991738,PRJNA729511,PRJEB26012,False,True
PRJNA548153_SRR9269059,PRJNA548153,PRJNA396815,False,True
PRJNA328987_SRR5210611,PRJNA328987,PRJNA328987,True,True
PRJEB43667_ERR5471018,PRJEB43667,PRJEB43667,True,True
PRJNA414072_SRR6169486,PRJNA414072,PRJNA414072,True,True
PRJNA548153_SRR9270292,PRJNA548153,PRJNA545312,False,True
PRJNA232731_SRR1461113,PRJNA232731,PRJNA232731,True,True
PRJDB5564_DRR088750,PRJDB5564,PRJDB5564,True,True
PRJNA279828_SRR2914211,PRJNA279828,PRJNA279828,True,True
PRJEB11419_ERR6149845,PRJEB11419,PRJEB11419,True,True
PRJNA545312_SRR11417838,PRJNA545312,PRJNA548153,False,True
PRJEB27068_ERR3018563,PRJEB27068,PRJEB5482,False,True
PRJEB11419_ERR5326389,PRJEB11419,PRJEB11419,True,True
PRJNA685746_SRR14427359,PRJNA685746,PRJNA685746,True,True
PRJNA328258_SRR4041268,PRJNA328258,PRJNA324825,False,False
PRJNA685746_SRR14446317,PRJNA685746,PRJNA685746,True,True
PRJEB5482_ERR500788,PRJEB5482,PRJEB27068,False,True
PRJNA422134_SRR7554637,PRJNA422134,PRJNA422134,True,True
PRJEB27068_ERR3019450,PRJEB27068,PRJEB27068,True,True
PRJEB38948_ERR4347857,PRJEB38948,PRJNA554232,False,True
PRJDB9936_DRR232998,PRJDB9936,PRJDB9936,True,True
PRJNA396815_SRR6867683,PRJNA396815,PRJNA396815,True,True
PRJNA396815_SRR6866382,PRJNA396815,PRJNA396815,True,True
PRJDB11894_DRR304662,PRJDB11894,PRJEB33905,False,True
PRJEB27068_ERR3016818,PRJEB27068,PRJEB27068,True,True
PRJEB40751_ERR4672574,PRJEB40751,PRJEB40751,True,True
PRJEB17610_ERR1713774,PRJEB17610,PRJEB17610,True,True
PRJEB29433_ERR3387188,PRJEB29433,PRJEB29433,True,True
PRJEB43667_ERR5470993,PRJEB43667,PRJEB43667,True,True
PRJNA497734_SRR8120912,PRJNA497734,PRJDB9469,False,True
PRJEB11419_ERR5328960,PRJEB11419,PRJEB11419,True,True
PRJNA422134_SRR7554757,PRJNA422134,PRJNA422134,True,True
PRJNA548153_SRR9269726,PRJNA548153,PRJNA396815,False,True
PRJNA556249_SRR10061427,PRJNA556249,PRJNA556249,True,True
PRJNA414072_SRR6167531,PRJNA414072,PRJNA414072,True,True
PRJNA516932_SRR8484609,PRJNA516932,PRJNA516932,True,True
PRJEB33905_ERR3471176,PRJEB33905,PRJEB33905,True,True
PRJDB9239_DRR239846,PRJDB9239,PRJDB9239,True,True
PRJNA290926_SRR2143709,PRJNA290926,PRJNA721421,False,True
PRJNA545312_SRR10668377,PRJNA545312,PRJNA727279,False,False
PRJNA554232_SRR9683441,PRJNA554232,PRJNA554232,True,True
PRJEB38948_ERR4348152,PRJEB38948,PRJEB38948,True,True
PRJNA685746_SRR14436268,PRJNA685746,PRJNA685746,True,True
PRJEB33905_ERR3471796,PRJEB33905,PRJEB33905,True,True
PRJEB5482_ERR500671,PRJEB5482,PRJEB5482,True,True
PRJNA701870_SRR13777194,PRJNA701870,PRJEB16344,False,False
PRJNA324825_SRR3647910,PRJNA324825,PRJNA601994,False,True
PRJNA548153_SRR9268253,PRJNA548153,PRJNA548153,True,True
PRJNA577051_SRR10261426,PRJNA577051,PRJNA577051,True,True
PRJNA685746_SRR14484775,PRJNA685746,PRJNA497734,False,True
PRJNA485316_SRR7735864,PRJNA485316,PRJNA485316,True,True
PRJNA729511_SRR14992902,PRJNA729511,PRJNA729511,True,True
PRJDB9469_DRR242439,PRJDB9469,PRJDB9469,True,True
PRJNA548153_SRR9298543,PRJNA548153,PRJNA548153,True,True
PRJNA625750_SRR11559834,PRJNA625750,PRJNA545312,False,False
PRJNA472768_SRR7611442,PRJNA472768,PRJNA544527,False,False
PRJNA601994_SRR10911627,PRJNA601994,PRJNA601994,True,True
PRJNA517509_SRR8497901,PRJNA517509,PRJNA517509,True,True
PRJNA428736_SRR6444419,PRJNA428736,PRJNA428736,True,True
PRJNA422134_SRR7554538,PRJNA422134,PRJNA422134,True,True
PRJEB29433_ERR3388058,PRJEB29433,PRJEB29433,True,True
PRJEB5482_ERR500907,PRJEB5482,PRJEB5482,True,True
PRJNA548153_SRR9268980,PRJNA548153,PRJNA548153,True,True
PRJEB37553_ERR4077903,PRJEB37553,PRJEB37553,True,True
PRJNA516932_SRR8484374,PRJNA516932,PRJNA516932,True,True
PRJNA394877_SRR5979399,PRJNA394877,PRJNA548153,False,True
PRJEB5482_ERR500853,PRJEB5482,PRJDB9469,False,False
PRJNA394877_SRR5979402,PRJNA394877,PRJNA607574,False,True
PRJNA605031_SRR11030634,PRJNA605031,PRJNA605031,True,True
PRJEB27068_ERR3019560,PRJEB27068,PRJEB5482,False,True
PRJNA510423_SRR14431665,PRJNA510423,PRJNA510423,True,True
PRJNA724686_SRR14313164,PRJNA724686,PRJNA726917,False,True
PRJEB38948_ERR4347214,PRJEB38948,PRJEB38948,True,True
PRJEB28159_ERR3401877,PRJEB28159,PRJEB28159,True,True
PRJNA545312_SRR11422849,PRJNA545312,PRJNA545312,True,True
PRJNA622267_SRR11457852,PRJNA622267,PRJEB17610,False,False
PRJNA729511_SRR14993507,PRJNA729511,PRJNA729511,True,True
PRJEB29433_ERR3388717,PRJEB29433,PRJEB29433,True,True
PRJNA545312_SRR10449138,PRJNA545312,PRJNA607574,False,True
PRJNA510423_SRR8348628,PRJNA510423,PRJNA510423,True,True
PRJEB27068_ERR3018172,PRJEB27068,PRJEB27068,True,True
PRJEB38948_ERR4347781,PRJEB38948,PRJEB38948,True,True
PRJNA345390_SRR4343617,PRJNA345390,PRJNA345390,True,True
PRJDB11894_DRR304741,PRJDB11894,PRJDB9936,False,True
PRJNA392012_SRR5760947,PRJNA392012,PRJNA392012,True,True
PRJNA729511_SRR14991983,PRJNA729511,PRJNA729511,True,True
PRJEB36585_ERR3870305,PRJEB36585,PRJNA708262,False,True
PRJNA548153_SRR9260733,PRJNA548153,PRJNA396815,False,True
PRJNA625750_SRR11559569,PRJNA625750,PRJNA625750,True,True
PRJDB9469_DRR242814,PRJDB9469,PRJDB9469,True,True
PRJNA556249_SRR10061221,PRJNA556249,PRJNA601994,False,True
PRJEB29433_ERR3387742,PRJEB29433,PRJEB29433,True,True
PRJNA607574_SRR11116435,PRJNA607574,PRJNA607574,True,True
PRJDB10528_DRR248034,PRJDB10528,PRJDB10528,True,True
PRJNA495320_SRR7989450,PRJNA495320,PRJNA495320,True,True
PRJNA480312_SRR7502032,PRJNA480312,PRJNA480312,True,True
PRJNA544527_SRR9218504,PRJNA544527,PRJNA544527,True,True
PRJEB38948_ERR4348606,PRJEB38948,PRJEB38948,True,True
PRJNA497734_SRR8119095,PRJNA497734,PRJNA497734,True,True
PRJNA648818_SRR12460076,PRJNA648818,PRJNA648818,True,True
PRJNA232731_SRR1461350,PRJNA232731,PRJNA232731,True,True
PRJNA715036_SRR13985099,PRJNA715036,PRJNA715036,True,True
PRJNA631262_SRR11787551,PRJNA631262,PRJNA556249,False,True
PRJNA472768_SRR7611465,PRJNA472768,PRJNA472768,True,True
PRJNA559803_SRR9950233,PRJNA559803,PRJNA559803,True,True
PRJEB26012_ERR2518918,PRJEB26012,PRJEB26012,True,True
PRJNA421286_SRR6369032,PRJNA421286,PRJNA421286,True,True
PRJNA593062_SRR11926167,PRJNA593062,PRJNA593062,True,True
PRJNA396815_SRR6867407,PRJNA396815,PRJNA396815,True,True
PRJNA481243_SRR7546552,PRJNA481243,PRJNA481243,True,True
PRJNA686801_SRR13286244,PRJNA686801,PRJNA686801,True,True
PRJNA685746_SRR14484603,PRJNA685746,PRJNA450340,False,True
PRJNA421286_SRR6368822,PRJNA421286,PRJNA421286,True,True
PRJNA548153_SRR9270928,PRJNA548153,PRJNA548153,True,True
PRJNA625750_SRR11559659,PRJNA625750,PRJEB16344,False,True
PRJNA481243_SRR7546222,PRJNA481243,PRJNA481243,True,True
PRJEB11419_ERR5327757,PRJEB11419,PRJEB11419,True,True
PRJEB5482_ERR498571,PRJEB5482,PRJEB5482,True,True
PRJNA729511_SRR14991325,PRJNA729511,PRJNA729511,True,True
PRJNA475599_SRR9060944,PRJNA475599,PRJNA475599,True,True
PRJNA510713_SRR8351694,PRJNA510713,PRJNA431746,False,True
PRJEB38948_ERR4580463,PRJEB38948,PRJNA390646,False,False
PRJNA390646_SRR5699534,PRJNA390646,PRJNA390646,True,True
PRJEB6358_ERR520831,PRJEB6358,PRJEB6358,True,True
PRJEB36316_ERR3835134,PRJEB36316,PRJEB36316,True,True
PRJNA721421_SRR14214894,PRJNA721421,PRJNA721421,True,True
PRJNA723466_SRR14292329,PRJNA723466,PRJNA723466,True,True
PRJNA417357_SRR6265082,PRJNA417357,PRJNA417357,True,True
PRJNA648321_SRR12325603,PRJNA648321,PRJNA648321,True,True
PRJNA547591_SRR9293079,PRJNA547591,PRJNA396815,False,False
PRJEB27564_ERR2730380,PRJEB27564,PRJEB27564,True,True
PRJNA642894_SRR12121191,PRJNA642894,PRJNA642894,True,True
PRJNA544527_SRR9219669,PRJNA544527,PRJNA544527,True,True
PRJNA727279_SRR14421216,PRJNA727279,PRJNA727279,True,True
PRJEB32077_ERR3266252,PRJEB32077,PRJEB32077,True,True
PRJNA414072_SRR6169482,PRJNA414072,PRJNA307231,False,True
PRJEB29433_ERR3387256,PRJEB29433,PRJEB29433,True,True
PRJEB33268_ERR3412643,PRJEB33268,PRJEB33268,True,True
PRJNA726866_SRR14413607,PRJNA726866,PRJNA726917,False,True
PRJEB26012_ERR2518810,PRJEB26012,PRJEB26012,True,True
PRJNA560950_SRR10022194,PRJNA560950,PRJNA434249,False,True
