sample,true_study,predicted_study,correct,true_in_top5
PRJNA685746_SRR14436202,PRJNA685746,PRJNA685746,True,True
PRJNA413199_SRR6146725,PRJNA413199,PRJNA605031,False,False
PRJNA612042_SRR11292198,PRJNA612042,PRJNA685746,False,True
PRJNA703470_SRR13757468,PRJNA703470,PRJNA625750,False,True
PRJNA673102_SRR12932581,PRJNA673102,PRJNA673102,True,True
PRJEB29433_ERR3386557,PRJEB29433,PRJEB29433,True,True
PRJEB38948_ERR4579996,PRJEB38948,PRJNA605031,False,False
PRJEB11419_ERR5332618,PRJEB11419,PRJEB11419,True,True
PRJNA232731_SRR1461399,PRJNA232731,PRJNA232731,True,True
PRJEB32547_ERR4804292,PRJEB32547,PRJEB32547,True,True
PRJNA591924_SRR10533404,PRJNA591924,PRJNA485797,False,False
PRJNA685746_SRR14435935,PRJNA685746,PRJNA685746,True,True
PRJNA657821_SRR12466903,PRJNA657821,PRJEB21946,False,True
PRJEB27662_ERR4135211,PRJEB27662,PRJNA307231,False,True
PRJNA720325_SRR14195694,PRJNA720325,PRJNA720325,True,True
PRJNA345390_SRR4343581,PRJNA345390,PRJNA345390,True,True
PRJNA547591_SRR9293179,PRJNA547591,PRJNA547591,True,True
PRJNA673102_SRR12950314,PRJNA673102,PRJNA673102,True,True
PRJEB38948_ERR4346670,PRJEB38948,PRJEB38948,True,True
PRJNA726917_SRR14425233,PRJNA726917,PRJNA645223,False,False
PRJNA548153_SRR9270916,PRJNA548153,PRJNA548153,True,True
PRJEB27068_ERR3019489,PRJEB27068,PRJEB27068,True,True
PRJNA708262_SRR13950705,PRJNA708262,PRJNA708262,True,True
PRJEB29433_ERR3389220,PRJEB29433,PRJEB29433,True,True
PRJDB5316_DRR087940,PRJDB5316,PRJDB5316,True,True
PRJNA526906_SRR8726824,PRJNA526906,PRJNA526906,True,True
PRJNA659589_SRR12534133,PRJNA659589,PRJNA659589,True,True
PRJEB5482_ERR501303,PRJEB5482,PRJEB27068,False,True
PRJEB42155_ERR5009583,PRJEB42155,PRJNA548153,False,False
PRJNA528344_SRR8761140,PRJNA528344,PRJNA528344,True,True
PRJNA396815_SRR6866711,PRJNA396815,PRJNA396815,True,True
PRJNA693579_SRR13493334,PRJNA693579,PRJNA606654,False,True
PRJEB6358_ERR579697,PRJEB6358,PRJEB6358,True,True
PRJNA657821_SRR12466770,PRJNA657821,PRJDB9469,False,True
PRJNA685746_SRR14436489,PRJNA685746,PRJNA685746,True,True
PRJEB5482_ERR500614,PRJEB5482,PRJEB5482,True,True
PRJEB27068_ERR3017042,PRJEB27068,PRJEB28159,False,True
PRJNA606654_SRR11086575,PRJNA606654,PRJNA548153,False,True
PRJEB6702_ERR561057,PRJEB6702,PRJEB6702,True,True
PRJNA417357_SRR6265114,PRJNA417357,PRJNA417357,True,True
PRJEB6702_ERR561028,PRJEB6702,PRJEB6702,True,True
PRJNA548153_SRR9270253,PRJNA548153,PRJNA396815,False,True
PRJEB32547_ERR4804423,PRJEB32547,PRJEB32547,True,True
PRJEB27068_ERR3017992,PRJEB27068,PRJNA481243,False,True
PRJNA554232_SRR9682920,PRJNA554232,PRJNA554232,True,True
PRJNA544370_SRR9115907,PRJNA544370,PRJNA544370,True,True
PRJNA394877_SRR5979363,PRJNA394877,PRJNA607574,False,True
PRJNA430990_SRR6498262,PRJNA430990,PRJNA430990,True,True
PRJNA715766_SRR15209797,PRJNA715766,PRJNA715766,True,True
PRJNA510423_SRR14431844,PRJNA510423,PRJDB9469,False,True
PRJEB27068_ERR3018321,PRJEB27068,PRJEB6358,False,True
PRJNA545312_SRR11417863,PRJNA545312,PRJNA545312,True,True
PRJNA342173_SRR4242405,PRJNA342173,PRJNA516932,False,True
PRJEB11419_ERR5321109,PRJEB11419,PRJEB11419,True,True
PRJNA495320_SRR7989351,PRJNA495320,PRJEB6358,False,True
PRJDB9936_DRR233197,PRJDB9936,PRJDB9936,True,True
PRJNA382861_SRR5446913,PRJNA382861,PRJNA421286,False,True
PRJNA510423_SRR8350011,PRJNA510423,PRJNA510423,True,True
PRJNA368739_SRR5202980,PRJNA368739,PRJNA368739,True,True
PRJNA729511_SRR14992086,PRJNA729511,PRJNA729511,True,True
PRJNA729511_SRR14991027,PRJNA729511,PRJNA729511,True,True
PRJNA516932_SRR8484265,PRJNA516932,PRJNA516932,True,True
PRJEB20773_ERR1975312,PRJEB20773,PRJEB20773,True,True
PRJNA545312_SRR11419014,PRJNA545312,PRJNA545312,True,True
PRJEB27068_ERR3017974,PRJEB27068,PRJEB27068,True,True
PRJNA726917_SRR14425019,PRJNA726917,PRJNA726917,True,True
PRJEB29433_ERR3388316,PRJEB29433,PRJEB29433,True,True
PRJEB11419_ERR4371789,PRJEB11419,PRJEB11419,True,True
PRJNA762195_SRR15902635,PRJNA762195,PRJNA487119,False,False
PRJNA606262_SRR11139880,PRJNA606262,PRJNA545312,False,True
PRJNA497734_SRR8118555,PRJNA497734,PRJNA497734,True,True
PRJNA715072_SRR13986166,PRJNA715072,PRJEB27068,False,False
PRJNA472812_SRR7211539,PRJNA472812,PRJNA472812,True,True
PRJNA577051_SRR10261041,PRJNA577051,PRJNA729511,False,True
PRJEB38835_ERR4235286,PRJEB38835,PRJEB38835,True,True
PRJNA693579_SRR13493055,PRJNA693579,PRJNA548153,False,False
PRJEB11419_ERR5326158,PRJEB11419,PRJEB11419,True,True
PRJNA548153_SRR9269324,PRJNA548153,PRJNA548153,True,True
PRJEB11419_ERR5337818,PRJEB11419,PRJEB11419,True,True
PRJNA685746_SRR14485234,PRJNA685746,PRJEB11419,False,False
PRJEB22676_ERR2124842,PRJEB22676,PRJEB22676,True,True
PRJEB38948_ERR4347311,PRJEB38948,PRJEB38948,True,True
PRJNA349809_SRR4459876,PRJNA349809,PRJNA729511,False,True
PRJNA520899_SRR8535532,PRJNA520899,PRJNA520899,True,True
PRJEB11419_ERR5332080,PRJEB11419,PRJEB11419,True,True
PRJEB9150_ERR866732,PRJEB9150,PRJEB9150,True,True
PRJNA741048_SRR14902449,PRJNA741048,PRJNA741048,True,True
PRJNA545312_SRR11422325,PRJNA545312,PRJNA548153,False,True
PRJNA601994_SRR10911848,PRJNA601994,PRJNA601994,True,True
PRJNA368739_SRR5203411,PRJNA368739,PRJNA368739,True,True
PRJEB11419_ERR5321104,PRJEB11419,PRJEB11419,True,True
PRJEB33905_ERR3471634,PRJEB33905,PRJEB33905,True,True
PRJNA517572_SRR8500772,PRJNA517572,PRJNA517572,True,True
PRJNA318004_SRR3361634,PRJNA318004,PRJNA318004,True,True
PRJEB29433_ERR3387671,PRJEB29433,PRJEB29433,True,True
PRJNA545312_SRR11415217,PRJNA545312,PRJNA545312,True,True
PRJNA545312_SRR11421911,PRJNA545312,PRJNA481243,False,True
PRJEB27662_ERR4135267,PRJEB27662,PRJEB27662,True,True
PRJNA607574_SRR11395345,PRJNA607574,PRJNA607574,True,True
PRJDB5316_DRR087805,PRJDB5316,PRJDB5316,True,True
PRJNA368739_SRR5202954,PRJNA368739,PRJNA368739,True,True
PRJEB28159_ERR3401742,PRJEB28159,PRJEB29433,False,True
PRJNA485316_SRR7735349,PRJNA485316,PRJNA485316,True,True
PRJNA548153_SRR9298588,PRJNA548153,PRJNA548153,True,True
PRJEB38948_ERR4348800,PRJEB38948,PRJEB38948,True,True
PRJNA232731_SRR1461394,PRJNA232731,PRJNA232731,True,True
PRJNA545312_SRR11421624,PRJNA545312,PRJNA607574,False,True
PRJNA548153_SRR9269347,PRJNA548153,PRJNA548153,True,True
PRJNA576564_SRR10253694,PRJNA576564,PRJNA576564,True,True
PRJNA545312_SRR11418256,PRJNA545312,PRJNA545312,True,True
PRJNA232731_SRR1460935,PRJNA232731,PRJNA232731,True,True
PRJNA606654_SRR11086459,PRJNA606654,PRJNA545312,False,False
PRJEB8463_ERR756890,PRJEB8463,PRJEB8463,True,True
PRJNA729511_SRR14993142,PRJNA729511,PRJNA729511,True,True
PRJNA673102_SRR12950342,PRJNA673102,PRJNA673102,True,True
PRJEB42687_ERR5263146,PRJEB42687,PRJNA528813,False,True
PRJEB8463_ERR756738,PRJEB8463,PRJEB8463,True,True
PRJNA545312_SRR11422272,PRJNA545312,PRJNA545312,True,True
PRJNA434249_SRR6754000,PRJNA434249,PRJNA434249,True,True
PRJEB29433_ERR3388303,PRJEB29433,PRJEB29433,True,True
PRJNA674880_SRR13060088,PRJNA674880,PRJNA729511,False,True
PRJNA385551_SRR5601906,PRJNA385551,PRJNA385551,True,True
PRJNA685746_SRR14484910,PRJNA685746,PRJNA685746,True,True
PRJNA559052_SRR9915903,PRJNA559052,PRJNA559052,True,True
PRJNA385551_SRR5802280,PRJNA385551,PRJNA385551,True,True
PRJNA573829_SRR10322490,PRJNA573829,PRJNA573829,True,True
PRJEB29433_ERR3387551,PRJEB29433,PRJEB29433,True,True
PRJNA625750_SRR11559681,PRJNA625750,PRJNA625750,True,True
PRJEB8463_ERR756746,PRJEB8463,PRJEB8463,True,True
PRJNA607574_SRR11397224,PRJNA607574,PRJNA548153,False,True
PRJEB38948_ERR4347516,PRJEB38948,PRJEB38948,True,True
PRJNA606262_SRR11100621,PRJNA606262,PRJNA548153,False,True
PRJEB38948_ERR4348845,PRJEB38948,PRJEB38948,True,True
PRJEB29433_ERR3387204,PRJEB29433,PRJEB29433,True,True
PRJNA606654_SRR11086168,PRJNA606654,PRJNA396815,False,True
PRJNA417357_SRR6265370,PRJNA417357,PRJNA417357,True,True
PRJEB29433_ERR3386349,PRJEB29433,PRJEB29433,True,True
PRJEB11419_ERR4914389,PRJEB11419,PRJEB11419,True,True
PRJNA644788_SRR12171395,PRJNA644788,PRJEB38948,False,True
PRJEB5482_ERR501208,PRJEB5482,PRJEB27068,False,True
PRJEB6705_ERR561170,PRJEB6705,PRJNA601994,False,True
PRJNA607574_SRR11115220,PRJNA607574,PRJNA607574,True,True
PRJNA485797_SRR7690086,PRJNA485797,PRJNA485797,True,True
PRJNA607574_SRR11115677,PRJNA607574,PRJNA607574,True,True
PRJNA607574_SRR11115286,PRJNA607574,PRJNA607574,True,True
PRJNA598280_SRR10848106,PRJNA598280,PRJNA729511,False,False
PRJEB29433_ERR3387787,PRJEB29433,PRJEB29433,True,True
PRJNA726917_SRR14425185,PRJNA726917,PRJNA726917,True,True
PRJNA390646_SRR5688055,PRJNA390646,PRJNA390646,True,True
PRJNA673102_SRR12950565,PRJNA673102,PRJNA673102,True,True
PRJNA552448_SRR9639998,PRJNA552448,PRJNA552448,True,True
PRJNA727279_SRR14446481,PRJNA727279,PRJNA727279,True,True
PRJNA545312_SRR11422271,PRJNA545312,PRJNA545312,True,True
PRJEB33268_ERR3412703,PRJEB33268,PRJEB33268,True,True
PRJNA622267_SRR11457909,PRJNA622267,PRJNA622267,True,True
PRJNA437504_SRR6820052,PRJNA437504,PRJNA554232,False,True
PRJEB11419_ERR6149648,PRJEB11419,PRJEB11419,True,True
PRJNA481243_SRR7546832,PRJNA481243,PRJNA481243,True,True
PRJNA510423_SRR14431038,PRJNA510423,PRJNA510423,True,True
PRJNA657821_SRR12467153,PRJNA657821,PRJNA657821,True,True
PRJNA552448_SRR9639948,PRJNA552448,PRJNA685746,False,True
PRJNA339264_SRR5078864,PRJNA339264,PRJNA339264,True,True
PRJNA693579_SRR13493565,PRJNA693579,PRJNA693579,True,True
PRJEB27868_ERR2712889,PRJEB27868,PRJEB38948,False,True
PRJEB40751_ERR4672538,PRJEB40751,PRJNA417357,False,True
PRJEB11419_ERR5326329,PRJEB11419,PRJEB11419,True,True
PRJEB33065_ERR3377267,PRJEB33065,PRJEB33065,True,True
PRJNA398187_SRR6153741,PRJNA398187,PRJNA398187,True,True
PRJEB38948_ERR4347531,PRJEB38948,PRJEB38948,True,True
PRJNA729511_SRR14991275,PRJNA729511,PRJNA428736,False,True
PRJNA526906_SRR8726902,PRJNA526906,PRJNA526906,True,True
PRJNA450540_SRR7014146,PRJNA450540,PRJNA450540,True,True
PRJNA645223_SRR12203867,PRJNA645223,PRJNA517572,False,True
PRJNA598280_SRR10848347,PRJNA598280,PRJNA598280,True,True
PRJEB40751_ERR4672586,PRJEB40751,PRJEB40751,True,True
PRJEB37877_ERR4037693,PRJEB37877,PRJEB37877,True,True
PRJNA396815_SRR6866458,PRJNA396815,PRJNA396815,True,True
PRJNA606262_SRR11139598,PRJNA606262,PRJNA548153,False,True
PRJEB8463_ERR757134,PRJEB8463,PRJEB8463,True,True
PRJNA544527_SRR9218747,PRJNA544527,PRJNA544527,True,True
PRJEB29433_ERR3387112,PRJEB29433,PRJEB6358,False,True
PRJNA685746_SRR14427816,PRJNA685746,PRJNA685746,True,True
PRJNA396815_SRR6867715,PRJNA396815,PRJNA396815,True,True
PRJNA545312_SRR11420987,PRJNA545312,PRJNA548153,False,True
PRJNA659589_SRR12534180,PRJNA659589,PRJNA659589,True,True
PRJNA510423_SRR14431873,PRJNA510423,PRJNA510423,True,True
PRJEB38948_ERR4579801,PRJEB38948,PRJEB38948,True,True
PRJNA417357_SRR6264207,PRJNA417357,PRJNA417357,True,True
PRJNA396815_SRR6866202,PRJNA396815,PRJNA396815,True,True
PRJNA607574_SRR11115502,PRJNA607574,PRJNA607574,True,True
PRJNA339264_SRR5078583,PRJNA339264,PRJNA339264,True,True
PRJDB9936_DRR233100,PRJDB9936,PRJDB9936,True,True
PRJNA324452_SRR3679953,PRJNA324452,PRJNA548153,False,False
PRJEB16344_ERR1700477,PRJEB16344,PRJEB16344,True,True
PRJNA659589_SRR12534134,PRJNA659589,PRJNA659589,True,True
PRJEB11419_ERR5320934,PRJEB11419,PRJEB11419,True,True
PRJNA382889_SRR5447300,PRJNA382889,PRJNA382889,True,True
PRJNA528344_SRR8761284,PRJNA528344,PRJNA528344,True,True
PRJNA685746_SRR14427634,PRJNA685746,PRJNA685746,True,True
PRJNA625750_SRR11559808,PRJNA625750,PRJEB16344,False,True
PRJEB11419_ERR5332340,PRJEB11419,PRJEB11419,True,True
PRJEB42687_ERR5263142,PRJEB42687,PRJEB37877,False,False
PRJNA428736_SRR6444562,PRJNA428736,PRJNA729511,False,True
PRJNA510423_SRR14431755,PRJNA510423,PRJNA510423,True,True
PRJNA729511_SRR14989656,PRJNA729511,PRJNA729511,True,True
PRJEB32077_ERR3266173,PRJEB32077,PRJEB32077,True,True
PRJNA345390_SRR4343736,PRJNA345390,PRJNA345390,True,True
PRJNA685746_SRR14436467,PRJNA685746,PRJNA685746,True,True
PRJNA345390_SRR4343546,PRJNA345390,PRJNA345390,True,True
PRJNA554232_SRR9682900,PRJNA554232,PRJNA554232,True,True
PRJEB38835_ERR4235346,PRJEB38835,PRJEB38835,True,True
PRJEB38948_ERR4347572,PRJEB38948,PRJNA481243,False,True
PRJNA609319_SRR11207756,PRJNA609319,PRJNA497734,False,False
PRJEB38948_ERR4580360,PRJEB38948,PRJEB38948,True,True
PRJNA607574_SRR11116955,PRJNA607574,PRJNA607574,True,True
PRJNA434243_SRR6729667,PRJNA434243,PRJNA434243,True,True
PRJNA414072_SRR6169741,PRJNA414072,PRJNA414072,True,True
PRJEB39289_ERR4330152,PRJEB39289,PRJEB39289,True,True
PRJNA606654_SRR11086270,PRJNA606654,PRJNA548153,False,True
PRJNA396815_SRR6866343,PRJNA396815,PRJNA548153,False,True
PRJNA396815_SRR6866976,PRJNA396815,PRJNA396815,True,True
PRJNA607574_SRR11115696,PRJNA607574,PRJNA607574,True,True
PRJEB27068_ERR3017266,PRJEB27068,PRJEB27068,True,True
PRJNA548153_SRR9269654,PRJNA548153,PRJNA548153,True,True
PRJNA516932_SRR8484705,PRJNA516932,PRJNA516932,True,True
PRJDB9469_DRR243229,PRJDB9469,PRJDB9469,True,True
PRJNA480711_SRR7552971,PRJNA480711,PRJNA480711,True,True
PRJNA729511_SRR14992391,PRJNA729511,PRJNA729511,True,True
PRJNA720101_SRR14172037,PRJNA720101,PRJNA729511,False,False
PRJNA607574_SRR11116837,PRJNA607574,PRJNA607574,True,True
PRJEB38948_ERR4347681,PRJEB38948,PRJEB38948,True,True
PRJEB38948_ERR4348477,PRJEB38948,PRJEB38948,True,True
PRJEB11419_ERR5333105,PRJEB11419,PRJEB11419,True,True
PRJEB17860_ERR1745102,PRJEB17860,PRJEB17860,True,True
PRJNA328987_SRR5210564,PRJNA328987,PRJNA328987,True,True
PRJNA685746_SRR14427470,PRJNA685746,PRJNA685746,True,True
PRJEB11419_ERR5328031,PRJEB11419,PRJEB11419,True,True
PRJNA685746_SRR14435961,PRJNA685746,PRJNA685746,True,True
PRJNA545312_SRR11422337,PRJNA545312,PRJNA548153,False,True
PRJNA589036_SRR10430055,PRJNA589036,PRJNA589036,True,True
PRJEB26012_ERR2518471,PRJEB26012,PRJEB26012,True,True
PRJEB38948_ERR4347666,PRJEB38948,PRJEB38948,True,True
PRJEB38948_ERR4347954,PRJEB38948,PRJEB38948,True,True
PRJNA723466_SRR14292448,PRJNA723466,PRJNA723466,True,True
PRJEB11419_ERR5326406,PRJEB11419,PRJEB11419,True,True
PRJNA647534_SRR12278359,PRJNA647534,PRJNA647534,True,True
PRJNA657821_SRR12467079,PRJNA657821,PRJNA657821,True,True
PRJDB10528_DRR247859,PRJDB10528,PRJDB10528,True,True
PRJEB27068_ERR3017439,PRJEB27068,PRJEB27068,True,True
PRJEB11419_ERR5326195,PRJEB11419,PRJEB11419,True,True
PRJNA609319_SRR11207492,PRJNA609319,PRJNA609319,True,True
PRJNA497734_SRR8119062,PRJNA497734,PRJEB20766,False,True
PRJNA589036_SRR10429994,PRJNA589036,PRJNA414540,False,True
PRJNA606262_SRR11139930,PRJNA606262,PRJNA545312,False,False
PRJNA729511_SRR14992901,PRJNA729511,PRJNA727279,False,True
PRJNA396815_SRR6865902,PRJNA396815,PRJNA396815,True,True
PRJNA510423_SRR14431532,PRJNA510423,PRJNA510423,True,True
PRJDB9239_DRR239801,PRJDB9239,PRJDB9239,True,True
PRJNA553646_SRR9664587,PRJNA553646,PRJNA659589,False,True
PRJEB11419_ERR5332165,PRJEB11419,PRJEB11419,True,True
PRJNA576314_SRR10288981,PRJNA576314,PRJNA481243,False,False
PRJNA437504_SRR6820051,PRJNA437504,PRJDB9469,False,True
PRJNA396815_SRR6866507,PRJNA396815,PRJNA396815,True,True
PRJEB11419_ERR5337766,PRJEB11419,PRJEB11419,True,True
PRJNA729511_SRR14990306,PRJNA729511,PRJNA486009,False,False
PRJNA607574_SRR11116901,PRJNA607574,PRJNA607574,True,True
PRJEB17608_ERR1713605,PRJEB17608,PRJEB17608,True,True
PRJNA548153_SRR9269537,PRJNA548153,PRJNA548153,True,True
PRJNA558158_SRR9891399,PRJNA558158,PRJEB16344,False,False
PRJNA382861_SRR5446909,PRJNA382861,PRJNA421286,False,True
PRJEB43667_ERR5471001,PRJEB43667,PRJEB43667,True,True
PRJNA497734_SRR8119354,PRJNA497734,PRJNA497734,True,True
PRJNA606654_SRR11086430,PRJNA606654,PRJNA396815,False,True
PRJNA577051_SRR10261055,PRJNA577051,PRJNA577051,True,True
PRJNA385551_SRR5803749,PRJNA385551,PRJNA385551,True,True
PRJEB27868_ERR2712876,PRJEB27868,PRJEB27868,True,True
PRJEB11419_ERR5321123,PRJEB11419,PRJEB11419,True,True
PRJNA601994_SRR10911950,PRJNA601994,PRJNA601994,True,True
PRJNA414072_SRR6221507,PRJNA414072,PRJNA414072,True,True
PRJNA481072_SRR7526468,PRJNA481072,PRJNA673102,False,True
PRJNA414540_SRR6182418,PRJNA414540,PRJNA414540,True,True
PRJNA339264_SRR5078711,PRJNA339264,PRJNA339264,True,True
PRJNA517572_SRR8501070,PRJNA517572,PRJNA517572,True,True
PRJEB27068_ERR3019427,PRJEB27068,PRJEB27068,True,True
PRJNA497734_SRR8119234,PRJNA497734,PRJNA497734,True,True
PRJNA693579_SRR13493189,PRJNA693579,PRJNA693579,True,True
PRJEB32077_ERR3266146,PRJEB32077,PRJEB32077,True,True
PRJNA644655_SRR12169395,PRJNA644655,PRJNA644655,True,True
PRJNA390646_SRR5699320,PRJNA390646,PRJNA390646,True,True
PRJNA516932_SRR8484893,PRJNA516932,PRJNA516932,True,True
PRJEB11419_ERR5333127,PRJEB11419,PRJEB11419,True,True
PRJNA708262_SRR13950970,PRJNA708262,PRJNA708262,True,True
PRJEB40751_ERR4672575,PRJEB40751,PRJEB40751,True,True
PRJEB38948_ERR4347592,PRJEB38948,PRJEB38948,True,True
PRJDB9469_DRR242503,PRJDB9469,PRJNA417357,False,False
PRJEB29433_ERR3387648,PRJEB29433,PRJEB29433,True,True
PRJEB38948_ERR4580349,PRJEB38948,PRJEB38948,True,True
PRJNA541332_SRR9019884,PRJNA541332,PRJNA541332,True,True
PRJEB11419_ERR6149342,PRJEB11419,PRJEB11419,True,True
PRJNA554232_SRR9683081,PRJNA554232,PRJNA657821,False,True
PRJNA729511_SRR14992427,PRJNA729511,PRJNA729511,True,True
PRJNA554232_SRR9683401,PRJNA554232,PRJNA554232,True,True
PRJEB17608_ERR1713622,PRJEB17608,PRJEB17608,True,True
PRJNA541332_SRR9019856,PRJNA541332,PRJNA541332,True,True
PRJEB11419_ERR6149113,PRJEB11419,PRJEB11419,True,True
PRJNA385551_SRR5803646,PRJNA385551,PRJNA385551,True,True
PRJNA497734_SRR8118966,PRJNA497734,PRJNA231909,False,True
PRJNA686801_SRR13286267,PRJNA686801,PRJNA686801,True,True
PRJEB27662_ERR4135268,PRJEB27662,PRJNA421286,False,True
PRJNA721421_SRR14215191,PRJNA721421,PRJNA721421,True,True
PRJNA726917_SRR14425120,PRJNA726917,PRJNA726917,True,True
PRJNA544545_SRR9124464,PRJNA544545,PRJNA526906,False,True
PRJNA724686_SRR14313137,PRJNA724686,PRJNA724686,True,True
PRJEB11419_ERR6149093,PRJEB11419,PRJEB11419,True,True
PRJNA639644_SRR12060047,PRJNA639644,PRJNA396815,False,True
PRJNA685746_SRR14445862,PRJNA685746,PRJNA685746,True,True
PRJEB11419_ERR5342157,PRJEB11419,PRJEB11419,True,True
PRJEB27068_ERR3018530,PRJEB27068,PRJEB5482,False,True
PRJNA606654_SRR11086616,PRJNA606654,PRJNA545312,False,True
PRJNA414540_SRR6182427,PRJNA414540,PRJNA414540,True,True
PRJNA517509_SRR8497767,PRJNA517509,PRJEB29433,False,False
PRJNA607574_SRR11116398,PRJNA607574,PRJNA607574,True,True
PRJNA232731_SRR1461454,PRJNA232731,PRJNA232731,True,True
PRJEB8463_ERR756767,PRJEB8463,PRJEB8463,True,True
PRJDB5316_DRR087927,PRJDB5316,PRJNA598280,False,False
PRJNA388263_SRR5648912,PRJNA388263,PRJNA548153,False,False
PRJNA388132_SRR5613775,PRJNA388132,PRJDB9469,False,False
PRJEB35769_ERR3765311,PRJEB35769,PRJEB36385,False,True
PRJNA396815_SRR6867328,PRJNA396815,PRJNA396815,True,True
PRJNA603980_SRR10994579,PRJNA603980,PRJNA394877,False,True
PRJEB28159_ERR3401744,PRJEB28159,PRJEB27068,False,True
PRJEB8463_ERR756945,PRJEB8463,PRJEB8463,True,True
PRJEB21946_ERR2044463,PRJEB21946,PRJEB21946,True,True
PRJEB29433_ERR3386376,PRJEB29433,PRJEB29433,True,True
PRJNA701368_SRR13761726,PRJNA701368,PRJNA701368,True,True
PRJNA521398_SRR8547871,PRJNA521398,PRJNA521398,True,True
PRJNA526906_SRR8726963,PRJNA526906,PRJNA605031,False,True
PRJEB38948_ERR4348729,PRJEB38948,PRJEB38948,True,True
PRJNA497734_SRR8120045,PRJNA497734,PRJNA497734,True,True
PRJNA517572_SRR8501000,PRJNA517572,PRJNA517572,True,True
PRJNA544527_SRR9218552,PRJNA544527,PRJNA544527,True,True
PRJNA510423_SRR14431741,PRJNA510423,PRJDB9469,False,True
PRJEB27068_ERR3016824,PRJEB27068,PRJEB27068,True,True
PRJNA648321_SRR12325921,PRJNA648321,PRJNA648321,True,True
PRJNA396815_SRR6867387,PRJNA396815,PRJNA396815,True,True
PRJEB38948_ERR4348790,PRJEB38948,PRJEB38948,True,True
PRJNA623853_SRR11510875,PRJNA623853,PRJEB33905,False,True
PRJNA715036_SRR13985092,PRJNA715036,PRJNA715036,True,True
PRJEB15534_ERR1662690,PRJEB15534,PRJEB15534,True,True
PRJNA396815_SRR6867105,PRJNA396815,PRJNA396815,True,True
PRJEB38948_ERR4347626,PRJEB38948,PRJEB38948,True,True
PRJNA246121_SRR1273302,PRJNA246121,PRJNA246121,True,True
PRJNA685746_SRR14435943,PRJNA685746,PRJNA685746,True,True
PRJNA548153_SRR9268349,PRJNA548153,PRJNA548153,True,True
PRJNA394877_SRR5979407,PRJNA394877,PRJNA607574,False,True
PRJNA417357_SRR6264256,PRJNA417357,PRJNA417357,True,True
PRJNA606262_SRR11139869,PRJNA606262,PRJNA396815,False,True
PRJNA541332_SRR9020170,PRJNA541332,PRJNA541332,True,True
PRJNA396815_SRR6867171,PRJNA396815,PRJNA396815,True,True
PRJEB33905_ERR3471236,PRJEB33905,PRJNA497734,False,True
PRJNA545312_SRR11423014,PRJNA545312,PRJNA545312,True,True
PRJEB35769_ERR3765160,PRJEB35769,PRJEB35769,True,True
PRJNA559143_SRR9918055,PRJNA559143,PRJNA559143,True,True
PRJNA607574_SRR11116484,PRJNA607574,PRJNA545312,False,True
PRJNA607574_SRR11397350,PRJNA607574,PRJNA396815,False,False
PRJNA414072_SRR6168394,PRJNA414072,PRJNA414072,True,True
PRJEB11419_ERR5332118,PRJEB11419,PRJEB11419,True,True
PRJNA290926_SRR2143883,PRJNA290926,PRJNA721421,False,True
PRJNA517509_SRR8497681,PRJNA517509,PRJNA517509,True,True
PRJNA385551_SRR5802297,PRJNA385551,PRJNA385551,True,True
PRJNA450340_SRR8534244,PRJNA450340,PRJNA450340,True,True
PRJEB27068_ERR3017406,PRJEB27068,PRJEB5482,False,True
PRJNA548153_SRR9270053,PRJNA548153,PRJNA396815,False,True
PRJNA550519_SRR9597822,PRJNA550519,PRJNA673102,False,True
PRJDB9936_DRR233337,PRJDB9936,PRJDB9936,True,True
PRJNA388263_SRR5648794,PRJNA388263,PRJNA388263,True,True
PRJNA715072_SRR13986181,PRJNA715072,PRJNA715072,True,True
PRJNA616703_SRR11456330,PRJNA616703,PRJNA481243,False,True
PRJNA491825_SRR7875947,PRJNA491825,PRJNA491825,True,True
PRJNA631001_SRR11733599,PRJNA631001,PRJNA631001,True,True
PRJNA729511_SRR14991868,PRJNA729511,PRJNA729511,True,True
PRJNA685746_SRR14484499,PRJNA685746,PRJNA685746,True,True
PRJNA685746_SRR14446228,PRJNA685746,PRJNA685746,True,True
PRJEB5482_ERR500962,PRJEB5482,PRJEB5482,True,True
PRJNA486009_SRR13448766,PRJNA486009,PRJNA486009,True,True
PRJNA721421_SRR14214860,PRJNA721421,PRJNA721421,True,True
PRJNA673102_SRR12932258,PRJNA673102,PRJNA673102,True,True
PRJNA389481_SRR5699119,PRJNA389481,PRJNA631262,False,False
PRJNA598280_SRR10848081,PRJNA598280,PRJNA598280,True,True
PRJNA306884_SRR3053332,PRJNA306884,PRJNA428736,False,True
PRJNA701870_SRR13777147,PRJNA701870,PRJNA545312,False,False
PRJEB27068_ERR3017701,PRJEB27068,PRJEB5482,False,True
PRJNA528344_SRR8761239,PRJNA528344,PRJNA528344,True,True
PRJNA648321_SRR12325933,PRJNA648321,PRJNA648321,True,True
PRJNA231909_SRR1910177,PRJNA231909,PRJNA497734,False,True
PRJNA445640_SRR6942279,PRJNA445640,PRJNA548153,False,False
PRJNA723466_SRR14292335,PRJNA723466,PRJNA723466,True,True
PRJDB10527_DRR247733,PRJDB10527,PRJNA414072,False,True
PRJNA526906_SRR8727065,PRJNA526906,PRJNA526906,True,True
PRJNA623853_SRR11510805,PRJNA623853,PRJNA742936,False,False
